sampleId,sampleId_orig,locality,lat,long,continent,country,city,province,min_day,max_day,min_month,max_month,year,jday,exactDate,sr_season,bio_rep,tech_rep,exp_rep,loc_rep,fruit_type,subsample,nFlies,fly_type,library_type,sampling_strategy,seq_platform,set,collector,SRA_Accession,reference,SequencingId,low_qual,DIN,DNA_result,DNA_Status,library_result,totalreads
DK_Mid_Kar_1_2020-10-31,NA,DK_Mid_Kar,55.945128,10.212586,Europe,Denmark,Karensminde,Midtjylland,31,31,10,10,2020,305,TRUE,NA,BR-1,TR-1,NA,NA,?,1,40,Wild flies,pooled,Sweep netting,NovaSeq6000,DrosEU_3,Jesper G. Sorensen,NA,NA,DrosEu-115,FALSE,6,Hold,DIN,Pass,NA
EG_Al_Cai_1_2011-01-16,EG,EG_Al_Cai,30.1,31.32,Africa,Egypt,Cairo,Al Qahirah,1,31,1,1,2011,16,FALSE,NA,BR-1,TR-1,NA,NA,NA,1,29,NA,inbred_line,NA,NA,dgn,R._Corbett-Detig,NA,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
ES_Bal_Tom_1_2021-10-07,NA,ES_Bal_Tom,39.1689,2.9849,Europe,Spain,Tomelloso,Baleares,7,7,10,10,2021,280,TRUE,NA,BR-1,TR-1,NA,NA,Melon,1,32,Wild flies,pooled,Aspirator,NovaSeq6000,DrosEU_3,Antonio J Buendia-Ruiz; Maria Josefa Gomez-Julian; Maria Luisa Espinosa-Jimenez,NA,NA,DrosEu-17,FALSE,6.4,Hold,DIN,Pass,NA
ES_Bar_Bar_1_2012-07-13,ES_ba_12_spring,ES_Bar_Bar,41.38,2.17,Europe,Spain,Barcelona,Barcelona,13,13,7,7,2012,195,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,55,wild,pooled,NA,Illumina HiSeq 2000,DrosRTEC,J._Gonzalez,SRR3590549,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
ES_Bar_Bar_1_2012-10-16,ES_ba_12_fall,ES_Bar_Bar,41.38,2.17,Europe,Spain,Barcelona,Barcelona,1,30,10,10,2012,290,FALSE,fall,BR-1,TR-1,NA,NA,NA,1,29,wild,pooled,NA,Illumina HiSeq 2000,DrosRTEC,J._Gonzalez,SRR3590548,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
ES_Ciu_Man_1_2020-08-10,NA,ES_Ciu_Man,38.9707208053836,-3.4072120460269,Europe,Spain,Manzanares,Ciudad Real,10,10,8,8,2020,223,TRUE,NA,BR-1,TR-1,NA,NA,Melon,1,30,Wild flies,pooled,Aspirator,NovaSeq6000,DrosEU_3,Jose Luis Olmo,NA,NA,DrosEu-14,FALSE,6.1,Hold,DIN,Pass,NA
ES_Ciu_Tom_1_2015-09-17,ES_Tom_15_29,ES_Ciu_Tom,39.15805,-3.021,Europe,Spain,Tomelloso,Ciudad Real,17,17,9,9,2015,260,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Roberto_Torres_and_Josefa_Gonz������lez,SRR8439137,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
ES_Ciu_Tom_1_2015-10-08,ES_Tom_15_28,ES_Ciu_Tom,39.15805,-3.021,Europe,Spain,Tomelloso,Ciudad Real,8,8,10,10,2015,281,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Roberto_Torres_and_Josefa_Gonz������lez,SRR8439136,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
ES_Ciu_Tom_1_2016-09-02,ES_Tom_16_36,ES_Ciu_Tom,39.152529,-3.0616048,Europe,Spain,Tomelloso,Ciudad Real,2,2,9,9,2016,246,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Vivien_Horvath;_Miriam_Merenciano,SRR8494461,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
ES_Ciu_Tom_1_2016-10-11,ES_Tom_16_37,ES_Ciu_Tom,39.152529,-3.0616048,Europe,Spain,Tomelloso,Ciudad Real,11,11,10,10,2016,285,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Josefa_Gonzalez_and_IES_Eladio_Caba������ero,SRR8494460,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
ES_Ciu_Tom_1_2017-10-04,NA,ES_Ciu_Tom,39.1567614,-3.0497293,Europe,Spain,Tomelloso,Ciudad Real,4,4,10,10,2017,277,TRUE,NA,BR-1,TR-1,NA,NA,Water melon,1,40,Wild flies,pooled,Aspirator,NovaSeq6000,DrosEU_3,Miriam Merenciano; Maria Bogaerts-Marquez; Antonio J Buendia-Ruiz; Maria Josefa Gomez-Julian; Maria Luisa Espinosa-Jimenez,NA,NA,DrosEu-1,FALSE,6.7,Hold,DIN,Pass,NA
ES_Ciu_Tom_1_2018-10-03,NA,ES_Ciu_Tom,39.17,-2.97,Europe,Spain,Tomelloso,Ciudad Real,3,3,10,10,2018,276,TRUE,NA,BR-1,TR-1,NA,NA,Melon,1,40,Wild flies,pooled,Aspirator,NovaSeq6000,DrosEU_3,Antonio J Buendia-Ruiz; Maria Josefa Gomez-Julian; Maria Luisa Espinosa-Jimenez,NA,NA,DrosEu-12,FALSE,6.6,Hold,DIN,Pass,NA
ES_Ciu_Tom_1_2020-09-30,NA,ES_Ciu_Tom,39.1567614,-3.0497293,Europe,Spain,Tomelloso,Ciudad Real,29,30,9,9,2020,274,FALSE,NA,BR-1,TR-1,NA,NA,Melon,1,40,Wild flies,pooled,Aspirator,NovaSeq6000,DrosEU_3,Antonio J Buendia-Ruiz; Maria Josefa Gomez-Julian; Maria Luisa Espinosa-Jimenez,NA,NA,DrosEu-16,FALSE,5,Fail,DIN,Pass,NA
ES_Gra_Ben_1_2016-10-08,ES_Ben_16_32,ES_Gra_Ben,37.353733,-3.167179,Europe,Spain,Benalua,Granada,8,8,10,10,2016,282,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Josefa_Gonzalez_and_IES_Jose_de_Mora,SRR8494475,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
ES_Gra_Ben_1_2017-10-05,NA,ES_Gra_Ben,37.363279,-3.168799,Europe,Spain,Benalua,Granada,5,5,10,10,2017,278,TRUE,NA,BR-1,TR-1,NA,NA,Peach,1,40,Wild flies,pooled,Aspirator,NovaSeq6000,DrosEU_3,Miriam Merenciano; Maria Bogaerts-Marquez; Silvana Castillo,NA,NA,DrosEu-4,FALSE,6.4,Hold,DIN,Pass,NA
ES_Gra_Cor_1_2015-08-08,ES_Cor_15_33,ES_Gra_Cor,37.661547,-2.79631,Europe,Spain,Cortes de Baza,Granada,8,8,8,8,2015,220,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Lain_Guio_and_Anna__Ullastres_(Gonzalez_lab),SRR8439163,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
ES_Gra_Cor_1_2017-07-28,NA,ES_Gra_Cor,37.6617732605881,-2.79623534604702,Europe,Spain,Cortes de Baza,Granada,28,28,7,7,2017,209,TRUE,NA,BR-1,TR-1,NA,NA,Peach,1,40,Wild flies,pooled,Aspirator,NovaSeq6000,DrosEU_3,Miriam Merenciano and Maria Bogaerts-Marquez,NA,NA,DrosEu-2,FALSE,6.4,Hold,DIN,Pass,NA
ES_Gra_Gua_1_2015-09-12,ES_Gua_15_32,ES_Gra_Gua,37.3308,-3.173416,Europe,Spain,Guadix,Granada,12,12,9,9,2015,255,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Anna_Ullastres_and_Miriam_Merenciano_(Gonzalez_lab),SRR8439164,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
ES_Gra_Pur_1_2016-08-30,ES_Pur_16_35,ES_Gra_Pur,37.3377875,-3.1786148,Europe,Spain,Purullena,Granada,30,30,8,8,2016,243,TRUE,spring,BR-1,TR-1,NA,El Bejar�n (Guadix),NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Vivien_Horvath;_Miriam_Merenciano,SRR8494462,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
ES_Ler_Gim_1_2014-08-13,ES_Gim_14_35,ES_Ler_Gim,41.6175899,0.6200146,Europe,Spain,Gimenells,Lerida,13,13,8,8,2014,225,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,NextSeq 500,DrosEU,Lain_Guio,SRR5647776,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
ES_Ler_Gim_1_2014-10-20,ES_Gim_14_34,ES_Ler_Gim,41.6175899,0.6200146,Europe,Spain,Gimenells,Lerida,20,20,10,10,2014,293,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,NextSeq 500,DrosEU,Lain_Guio,SRR5647769,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
ES_Ler_Gim_1_2015-06-28,ES_Gim_15_30,ES_Ler_Gim,41.656416,0.388472,Europe,Spain,Gimenells,Lerida,28,28,6,6,2015,179,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Marta_Pascual,SRR8439138,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
ES_Ler_Gim_1_2015-10-22,ES_Gim_15_31,ES_Ler_Gim,41.656416,0.388472,Europe,Spain,Gimenells,Lerida,22,22,10,10,2015,295,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Maria_Pilar_Garcia-Guerreiro,SRR8439168,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
ES_Ler_Gim_1_2016-08-25,ES_Gim_16_33,ES_Ler_Gim,41.656416,0.388472,Europe,Spain,Gimenells,Lerida,25,25,8,8,2016,238,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Pilar_GARCIA_GUERREIRO,SRR8494470,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
ES_Ler_Gim_1_2016-10-21,ES_Gim_16_34,ES_Ler_Gim,41.656416,0.388472,Europe,Spain,Gimenells,Lerida,21,21,10,10,2016,295,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Dorcas_Orengo;_Eva_Puerma,SRR8494472,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
ES_Ler_Gim_1_2017-07-24,NA,ES_Ler_Gim,41.65,0.38,Europe,Spain,Gimenells,Lerida,24,24,7,7,2017,205,TRUE,NA,BR-1,TR-1,NA,NA,Pears and apples,1,40,Wild flies,pooled,Sweep netting,NovaSeq6000,DrosEU_3,Pilar Garcia and Eva Puerma,NA,NA,DrosEu-3,FALSE,6.4,Hold,DIN,Pass,NA
ES_Ler_Gim_1_2017-10-14,NA,ES_Ler_Gim,41.656416,0.388472,Europe,Spain,Gimenells,Lerida,14,14,10,10,2017,287,TRUE,NA,BR-1,TR-1,NA,NA,over fallen Apples and pears,1,40,Wild flies,pooled,Sweep netting,NovaSeq6000,DrosEU_3,Marta Pascual,NA,NA,DrosEu-5,FALSE,5.9,Fail,DIN,Pass,NA
ES_Ler_Gim_1_2018-08-25,NA,ES_Ler_Gim,41.656416,0.388472,Europe,Spain,Gimenells,Lerida,25,25,8,8,2018,237,TRUE,NA,BR-1,TR-1,NA,NA,over fallen Apples and pears,1,40,Wild flies,pooled,Sweep netting,NovaSeq6000,DrosEU_3,Marta Pascual,NA,NA,DrosEu-7,FALSE,6.3,Hold,DIN,Pass,NA
ES_Ler_Gim_1_2018-10-26,NA,ES_Ler_Gim,41.65,0.38,Europe,Spain,Gimenells,Lerida,26,26,10,10,2018,299,TRUE,NA,BR-1,TR-1,NA,NA,NA,1,40,Wild flies,pooled,Sweep netting,NovaSeq6000,DrosEU_3,Eva Puerma / Dorcas Orengo / Carlos Arboleda-Bustos,NA,NA,DrosEu-6,FALSE,6.4,Hold,DIN,Pass,NA
ES_Ler_Gim_1_2019-08-25,NA,ES_Ler_Gim,41.656416,0.388472,Europe,Spain,Gimenells,Lerida,25,25,8,8,2019,237,TRUE,NA,BR-1,TR-1,NA,NA,over fallen Apples and pears,1,40,Wild flies,pooled,Sweep netting,NovaSeq6000,DrosEU_3,Marta Pascual,NA,NA,DrosEu-13,FALSE,6.6,Hold,DIN,Pass,NA
ES_Ler_Gim_1_2020-10-26,NA,ES_Ler_Gim,41.656416,0.388472,Europe,Spain,Gimenells,Lerida,24,28,10,10,2020,300,FALSE,NA,BR-1,TR-1,NA,NA,NA,1,27,Wild flies,pooled,Sweep netting,NovaSeq6000,DrosEU_3,Alex Sanchez,NA,NA,DrosEu-15,FALSE,5.5,Fail,DIN,Pass,NA
ES_Ler_Gim_1_2021-08-31,NA,ES_Ler_Gim,41.651944,0.388889,Europe,Spain,Gimenells,Lerida,31,31,8,8,2021,243,TRUE,NA,BR-1,TR-1,NA,NA,Pears+Apples,1,23,Wild flies,pooled,Sweep netting,NovaSeq6000,DrosEU_3,Pilar Garcia; Antonio Barbadilla; Sonia Casillas,NA,NA,DrosEu-18,FALSE,4.4,Fail,DIN,Pass,77712426
ES_Ler_Pin_1_2018-10-10,NA,ES_Ler_Pin,41.485,0.522,Europe,Spain,Pina de Ebro,Lerida,10,10,10,10,2018,283,TRUE,NA,BR-1,TR-1,NA,NA,Peach,1,18,Wild flies,pooled,Aspirator,NovaSeq6000,DrosEU_3,Zahara Alonso,NA,NA,DrosEu-11,FALSE,5.9,Fail,DIN,Pass,NA
ES_Mad_Yep_1_2018-11-06,NA,ES_Mad_Yep,40.06,-3.53,Europe,Spain,Yepes,Madrid,6,6,11,11,2018,310,TRUE,NA,BR-1,TR-1,NA,NA,Melon,1,32,Wild flies,pooled,Aspirator,NovaSeq6000,DrosEU_3,Paloma Sepulveda,NA,NA,DrosEu-10,FALSE,5.9,Fail,DIN,Pass,NA
ES_Tol_Vil_1_2018-10-07,NA,ES_Tol_Vil,39.87,-3.32,Europe,Spain,Villatobas,Toledo,7,7,10,10,2018,280,TRUE,NA,BR-1,TR-1,NA,NA,Melon,1,40,Wild flies,pooled,Aspirator,NovaSeq6000,DrosEU_3,Belen Roldan,NA,NA,DrosEu-8,FALSE,6.3,Hold,DIN,Pass,NA
ES_Zam_Ose_1_2018-09-20,NA,ES_Zam_Ose,41.53,-5.68,Europe,Spain,Osera de Ebro,Zamora,20,20,9,9,2018,263,TRUE,NA,BR-1,TR-1,NA,NA,Pears,1,40,Wild flies,pooled,Aspirator,NovaSeq6000,DrosEU_3,Joan Torro,NA,NA,DrosEu-9,FALSE,6.1,Hold,DIN,Pass,NA
FI_Cen_Jyv_1_2019-09-19,NA,FI_Cen_Jyv,62,25,Europe,Finland,Jyvaskyla,Central Finland,19,19,9,9,2019,262,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,20,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Venera Tyukmaeva,NA,NA,DrosEu-167,FALSE,6,Hold,DIN,Pass,NA
FI_Cen_Ves_1_2014-07-26,FI_Ves_14_38,FI_Cen_Ves,62.55,26.24,Europe,Finland,Vesanto,Central Finland,26,26,7,7,2014,207,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,33,wild,pooled,NA,NextSeq 500,DrosEU,Maaria_Kankare,SRR5647773,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
FI_Cen_Ves_1_2016-07-29,FI_Ves_16_7,FI_Cen_Ves,62.55,26.24,Europe,Finland,Vesanto,Central Finland,29,29,7,7,2016,211,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Maaria_Kankare,SRR8494442,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
FI_Pir_Aka_1_2014-07-25,FI_Aka_14_36,FI_Pir_Aka,61.1,23.52,Europe,Finland,Akaa,Pirkanmaa,25,25,7,7,2014,206,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,NextSeq 500,DrosEU,Maaria_Kankare,SRR5647775,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
FI_Pir_Aka_1_2014-08-27,FI_Aka_14_37,FI_Pir_Aka,61.1,23.52,Europe,Finland,Akaa,Pirkanmaa,27,27,8,8,2014,239,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,NextSeq 500,DrosEU,Maaria_Kankare,SRR5647774,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
FI_Pir_Aka_1_2015-07-21,FI_Aka_15_35,FI_Pir_Aka,61.1,23.52,Europe,Finland,Akaa,Pirkanmaa,21,21,7,7,2015,202,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Maaria_Kankare,SRR8439161,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
FI_Pir_Aka_1_2015-10-01,FI_Aka_15_34,FI_Pir_Aka,61.1,23.52,Europe,Finland,Akaa,Pirkanmaa,1,1,10,10,2015,274,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Maaria_Kankare,SRR8439162,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
FI_Pir_Aka_1_2016-07-24,FI_Aka_16_5,FI_Pir_Aka,61.1,23.52,Europe,Finland,Akaa,Pirkanmaa,24,24,7,7,2016,206,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Maaria_Kankare,SRR8494445,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
FI_Pir_Aka_1_2016-09-17,FI_Aka_16_6,FI_Pir_Aka,61.1,23.52,Europe,Finland,Akaa,Pirkanmaa,17,17,9,9,2016,261,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Maaria_Kankare,SRR8494443,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
FI_Pir_Aka_1_2017-07-20,NA,FI_Pir_Aka,61.1,23.5,Europe,Finland,Akaa,Pirkanmaa,16,24,7,7,2017,201,FALSE,NA,BR-1,TR-1,NA,NA,Berries,1,38,Wild flies,pooled,Aspirator,NovaSeq6000,DrosEU_3,Maaria Kankare,NA,NA,DrosEu-217,FALSE,6.1,Hold,DIN,Pass,NA
FI_Pir_Aka_1_2017-09-25,NA,FI_Pir_Aka,61.1,23.5,Europe,Finland,Akaa,Pirkanmaa,24,25,9,9,2017,268,FALSE,NA,BR-1,TR-1,NA,NA,Berries,1,40,Wild flies,pooled,Aspirator,NovaSeq6000,DrosEU_3,Maaria Kankare,NA,NA,DrosEu-218,FALSE,5.1,Fail,DIN,Pass,NA
FI_Pir_Aka_1_2018-07-17,NA,FI_Pir_Aka,61.1,23.5,Europe,Finland,Akaa,Pirkanmaa,13,21,7,7,2018,198,FALSE,NA,BR-1,TR-1,NA,NA,Berries,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Maaria Kankare,NA,NA,DrosEu-163,FALSE,6.3,Hold,DIN,Pass,NA
FI_Pir_Aka_1_2018-09-20,NA,FI_Pir_Aka,61.1,23.5,Europe,Finland,Akaa,Pirkanmaa,20,20,9,9,2018,263,TRUE,NA,BR-1,TR-1,NA,NA,Berries,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Maaria Kankare,NA,NA,DrosEu-164,FALSE,6.5,Hold,DIN,Pass,NA
FI_Pir_Aka_1_2019-07-19,NA,FI_Pir_Aka,61.1,23.5,Europe,Finland,Akaa,Pirkanmaa,18,19,7,7,2019,200,FALSE,NA,BR-1,TR-1,NA,NA,Berries,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Maaria Kankare,NA,NA,DrosEu-166,FALSE,6.5,Hold,DIN,Pass,60075776
FI_Pir_Aka_1_2019-08-25,NA,FI_Pir_Aka,61.1,23.5,Europe,Finland,Akaa,Pirkanmaa,25,25,8,8,2019,237,TRUE,NA,BR-1,TR-1,NA,NA,Berries,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Maaria Kankare,NA,NA,DrosEu-165,FALSE,6.1,Hold,DIN,Pass,NA
FI_Pir_Aka_1_2020-06-28,NA,FI_Pir_Aka,61.1,23.5,Europe,Finland,Akaa,Pirkanmaa,24,3,6,7,2020,180,FALSE,NA,BR-1,TR-1,NA,NA,Berries,1,40,Wild flies,pooled,Aspirating,NovaSeq6000,DrosEU_3,Maaria Kankare,NA,NA,DrosEu-119,FALSE,5.8,Fail,DIN,Pass,NA
FI_Pir_Aka_1_2020-10-04,NA,FI_Pir_Aka,61.1,23.5,Europe,Finland,Akaa,Pirkanmaa,1,7,10,10,2020,278,FALSE,NA,BR-1,TR-1,NA,NA,Berries,1,26,Wild flies,pooled,Aspirating,NovaSeq6000,DrosEU_3,Maaria Kankare,NA,NA,DrosEu-121,TRUE,2.7,Fail,DIN,No sequencing,NA
FI_Pir_Aka_1_2021-07-07,NA,FI_Pir_Aka,61.1,23.52,Europe,Finland,Akaa,Pirkanmaa,4,9,7,7,2021,188,FALSE,NA,BR-1,TR-1,NA,NA,NA,1,40,Wild flies,pooled,Sweep netting,NovaSeq6000,DrosEU_3,Maaria Kankare,NA,NA,DrosEu-84,FALSE,5.6,Fail,DIN,Pass,NA
FI_Pir_Aka_1_2021-09-17,NA,FI_Pir_Aka,61.1,23.52,Europe,Finland,Akaa,Pirkanmaa,14,19,9,9,2021,260,FALSE,NA,BR-1,TR-1,NA,NA,Berries,1,40,Wild flies,pooled,Sweep netting,NovaSeq6000,DrosEU_3,Maaria Kankare,NA,NA,DrosEu-83,TRUE,3.4,Fail,DIN,No sequencing,NA
FR_Ain_Civ_1_2019-06-15,NA,FR_Ain_Civ,45.921,4.882,Europe,France,Civrieux,Ain,15,15,6,6,2019,166,TRUE,NA,BR-1,TR-1,NA,NA,Banana + yeast,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Cristina Vieira,NA,NA,DrosEu-54,FALSE,6.6,Hold,DIN,Pass,NA
FR_Ain_Ver_1_2017-09-21,NA,FR_Ain_Ver,45.9,4.91,Europe,France,Verot,Ain,21,21,9,9,2017,264,TRUE,NA,BR-1,TR-1,NA,NA,Banana+Yeast,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Cristina Vieira,NA,NA,DrosEu-57,FALSE,5.9,Fail,DIN,Pass,NA
FR_Cot_Mar_1_2020-08-02,NA,FR_Cot_Mar,47.42884,5.0776,Europe,France,Marsannay-le-bois,Cote-d'Or,2,2,8,8,2020,215,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Margot Paris,NA,NA,DrosEu-100,FALSE,5.7,Fail,DIN,Pass,NA
FR_Cot_Vie_1_2019-10-19,NA,FR_Cot_Vie,47.26735,5.45608,Europe,France,Vielverge,Cote-d'Or,19,19,10,10,2019,292,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Margot Paris,NA,NA,DrosEu-98,FALSE,6.2,Hold,DIN,Pass,NA
FR_Cot_Vie_1_2020-08-03,NA,FR_Cot_Vie,47.26735,5.45608,Europe,France,Vielverge,Cote-d'Or,3,3,8,8,2020,216,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Margot Paris,NA,NA,DrosEu-101,FALSE,6.2,Hold,DIN,Pass,68672586
FR_Cot_Vie_1_2021-08-11,NA,FR_Cot_Vie,47.26624,5.45114,Europe,France,Vielverge,Cote-d'Or,11,11,8,8,2021,223,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,36,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Margot Paris,NA,NA,DrosEu-102,FALSE,6.1,Hold,DIN,Pass,72844694
FR_Dro_Got_1_2014-07-08,FR_Got_14_08,FR_Dro_Got,44.976813,4.930005,Europe,France,Gotheron,Drome,8,8,7,7,2014,189,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,NextSeq 500,DrosEU,Cristina_Vieira,SRR5647753,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
FR_Dro_Got_1_2015-05-21,FR_Got_15_47,FR_Dro_Got,44.977,4.93,Europe,France,Gotheron,Drome,21,21,5,5,2015,141,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Cristina_Vieira,SRR8439122,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
FR_Dro_Got_1_2015-09-09,FR_Got_15_48,FR_Dro_Got,44.977,4.93,Europe,France,Gotheron,Drome,9,9,9,9,2015,252,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Cristina_Vieira,SRR8439123,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
FR_Dro_Got_1_2015-10-13,FR_Got_15_49,FR_Dro_Got,44.977,4.93,Europe,France,Gotheron,Drome,13,13,10,10,2015,286,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Cristina_Vieira,SRR8439126,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
FR_Dro_Got_1_2016-06-13,FR_Got_16_8,FR_Dro_Got,44.976813,4.930005,Europe,France,Gotheron,Drome,13,13,6,6,2016,165,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Cristina_Vieira,SRR8494447,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
FR_Ess_Vil_1_2014-08-18,FR_Vil_14_05,FR_Ess_Vil,48.7543324,2.1584108,Europe,France,Viltain,Essonne,18,18,8,8,2014,230,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,NextSeq 500,DrosEU,Catherine_Montchamp-Moreau,SRR5647755,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
FR_Ess_Vil_1_2014-10-27,FR_Vil_14_07,FR_Ess_Vil,48.7543324,2.1584108,Europe,France,Viltain,Essonne,27,27,10,10,2014,300,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,NextSeq 500,DrosEU,Catherine_Montchamp-Moreau,SRR5647729,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
